id,comment_text,TOXICITY@6,SEVERE_TOXICITY@2,IDENTITY_ATTACK,INSULT,PROFANITY,SEXUALLY_EXPLICIT,THREAT,FLIRTATION,TOXICITY@5,SEVERE_TOXICITY@1,ATTACK_ON_AUTHOR,ATTACK_ON_COMMENTER,INCOHERENT,INFLAMMATORY,LIKELY_TO_REJECT,OBSCENE,SPAM,UNSUBSTANTIAL
92a2518d5457971d,Your Final Warning for Vandalism,0.46,0.28,0.28,0.34,0.22,0.20,0.53,0.42,0.46,0.15,0.17,0.63,0.74,0.44,0.70,0.08,0.10,0.83
aac017484d6d621f,"Please do research before making edits

I have re-read the history of Trenton Onario page.  WHy do you keep changing it back to YOUR edits?  Can you say conflict of interest. I think you should look at what other users have said about your actions.  It appears that you cannot take it when your wrong and someone corrects your mistakes.  Stop acting like a child and respect wikipeda.  If you want only your view to be heard write a book.  —Preceding unsigned comment added by 69.157.65.118   

Add to wikipedia

Hi Blotto adrift, why dont you start correcting the errors on wikipedia instead of defending your edits?  Do you think you know everything?  It appears that you do.  How about you get a degree and start teaching because then a class will be forced to hear what you say.  You will fit in with all those profs who think they know everything but know nothing.  Stop acting like a child and grow up.",0.37,0.20,0.28,0.30,0.15,0.15,0.38,0.41,0.34,0.23,0.80,0.93,0.47,0.32,0.81,0.22,0.46,0.21
c7e8b73af38baaf1,"Oh yeah, and this is not a new account, I am simpily with my accomplice and we happen to share very identical ideologys.  Please don't make presumptions, fore its not an acedemically desired idiosyncrasie.",0.24,0.16,0.13,0.19,0.17,0.22,0.30,0.44,0.22,0.08,0.29,0.41,0.93,0.33,0.71,0.71,0.83,0.66
aa948414335f10da,"""

Have a read of WP:BLOCKNOTPUNITIVE and WP:CIR. '''''' Dick Laurent is dead """,0.41,0.27,0.12,0.29,0.48,0.65,0.31,0.30,0.58,0.44,0.07,0.06,0.75,0.34,0.66,0.56,0.07,0.65
a4b63d7f90bcdabc,p.s.s. Why do you have a dead cat on your user page?,0.38,0.24,0.12,0.28,0.22,0.16,0.39,0.35,0.34,0.16,0.81,0.78,0.50,0.44,0.89,0.10,0.12,0.73
7939f933b0bc18d9,"""

 Mark Foley? 

I highly doubt there's any joke about Mark Foley, it's just a generic SP cop joke: """"lololol you shot a guy for no reason?""""""",0.36,0.19,0.23,0.29,0.22,0.18,0.60,0.42,0.51,0.28,0.18,0.85,0.46,0.63,0.79,0.25,0.01,0.57
bc95cb6f56aa663c,It's the STFU. Now some dufuses are changing my contribution that I've made on the article on John Cena.User:Pic Business,0.50,0.53,0.32,0.56,0.75,0.40,0.38,0.52,0.30,0.11,0.12,0.01,0.13,0.26,1.00,0.99,0.02,0.08
41a1cb23a5c450a1,"obviously Russia is the most important partner of Kazakhstan 
this article is very lousy in comparison to the usa relation article. obviously Russia is the most important partner of Kazakhstan as the Russian language and Cyrillic script for Kazakh is official, Kazakhstan has a large russian minority and many russified minorities. Both countries are also part of the Eurasian Union which is based to have common spaces and they have a costumes union. Its supposed to be something like the EU in the future.

http://en.wikipedia.org/wiki/Kazakhstan_–_United_States_relations

Obviously you can see what the majority of wiki writers and admins are in favor of even if it let them look very silly overextending a topic writing about how journalists visit LA etc. instead of improving this article.",0.36,0.19,0.35,0.38,0.27,0.21,0.29,0.48,0.35,0.11,0.96,0.33,0.60,0.59,0.67,0.03,0.30,0.50
62908edfe6dc0b0d,"You have made five edits today, all were silly and unconstructive and all have been reverted. Stop wasting everyone's time.",0.75,0.27,0.09,0.73,0.44,0.06,0.14,0.06,0.68,0.16,0.61,0.87,0.39,0.20,0.66,0.04,0.18,0.64
75e91c905e02b7a9,"STILL WAITING ON WHERE I PERSONALLY ATTACKED YOU....IF YOU KNEW ANYTHING YOU WOULD KNOW BY READING THE ORIGINAL PAGE I HAD PUT UP, I NEVER PERSONALLY ATTACKED YOU.....",0.38,0.21,0.12,0.23,0.15,0.20,0.72,0.46,0.35,0.11,0.45,0.87,0.69,0.24,0.76,0.12,0.23,0.68
a9f748edbf9e56b2,"""==W.I.T.C.H.-United==
Hello. I have seen that you have added a fansite called W.I.T.C.H.-United. However, Wikipedia is not a links repository. Thank you. êōş """,0.37,0.19,0.19,0.45,0.32,0.12,0.21,0.34,0.24,0.11,0.15,0.72,0.80,0.44,0.81,0.29,0.60,0.62
c2575288facefa17,"""

There you go again Dr. Hillman defaming Jack Sarfatti as a liar when you say he """"may be telling the truth"""". Jack ALWAYS TELLS THE TRUTH to the best of his knowledge. You do not. For example you continue to say Jack """"taught"""" at the University of London when repeatedly you were corrected that he was a """"Research Fellow"""" there. With you and others Jack is automatically guilty in your double standard.
SIGNED Jack Horner woodymarble@mac.com""",0.34,0.13,0.21,0.34,0.18,0.19,0.30,0.43,0.34,0.12,0.64,0.97,0.68,0.32,0.78,0.50,0.33,0.16
4bd4541688b3f4a7,"I do not believe what I am doing is harassment, I made no personal insults and instead noted only the feelings of others about Ms Ewart and went out of my way to make such a description inoffensive. You are obviously biased towards a friend (or is it lover?). You were are of the mediation request but unwilling to allow that process to unfold you instead threaten and intimidate me.",0.37,0.17,0.16,0.27,0.13,0.17,0.43,0.43,0.55,0.22,0.85,0.93,0.53,0.44,0.55,0.41,0.07,0.26
98cffaf663b32e6c,"Oh, silly me, I'll be blocked. I'm sure you email Smedley for the facts.",0.64,0.22,0.13,0.56,0.56,0.17,0.40,0.35,0.55,0.16,0.24,0.89,0.32,0.18,0.67,0.03,0.08,0.81
23a54fc882b09453,"""

Wikipedia:Articles for deletion/San Francisco Soccer Football League
"""" to be honest, I don't care about you at all.""""
Typical words of a bigot.  I'm sure if my name was Cherokee you wouldn't treat me the way you have.
  """,0.32,0.16,0.29,0.37,0.22,0.14,0.56,0.48,0.39,0.14,0.72,0.94,0.21,0.47,0.84,0.06,0.07,0.54
adca5900a5f3d270,"As far as the bishop pages are concerned yes I did put up the version that bischof ralph has originally started BECAUSE i agree with alot of what that article states. It makes SENSE and for anyone who understands canoical law they would agree. But for those who dont i guess then you have a debate over who is wrong or who is right. But just becaquse i dont support the article that papphase or wine guy supports does not make me a sock, or a duck or a meat. 
and for your information, i did create an article about casino workers aka cigarette girls.
Unfortunately , I can not find ANY information on the internet regarding this article and ive been searching. I find it an interesting casino carreer because it is something i did experience myself. So, I have been searching for articles that i can add information too and so far the only one that ive been able to work on is the alfred page.. Bishop Napierski had all the research and info already done... But I think the way he worded things was confusing because obviously he does not write in English very well. Just because he might have abused multiple accounts does not mean that his findings are incorrect. And besides, its like this article must be important to others or something because everyone is like watching it like guard dogs for any new little changes and even one change and bam, major debates take place. But dont worry about that precious little article anymore... i quit editing it... its not worth the stress.
For now on ill stick to simple little projects like cigarrette girls and candy stripers.
Apparently there is no drama in those categories.
tsk
ps... i did really hope that maybe i might have gotten to know you a little better. you seemed like a very interesting person but now im not so sure i want to get to know anyone here.
quite sad if i must say so myself.
good day.",0.29,0.25,0.30,0.32,0.26,0.40,0.40,0.68,0.12,0.04,0.85,0.25,0.87,0.40,0.48,0.05,0.74,0.23
5a3a3c9ea9686383,"Dougweller, you lied in this edit summary and you had clearly seen the discussion here, with Aoid insisting on the need for consensus before changing Aesop's Fables from the status quo to Mzilikazi's hijacked version. Therefore your edit was entirely inappropriate and for that reason I'm going to revert it. The block that you refer to was for using a 1-month-old consensus as the basis to protect an article from a gang of edit warriors. Whilst it's already fallacious due to the fact that it's entirely an ad hominem argument, it's even more dubious because you yourself are trying to use the discussion on this talk page as the basis to support Mzilikazi's illegal edits. If one reads the June 2012 discussion here, they'll see a 1.5-year-old unresolved issue. How is a 1.5-year-old unresolved issue justification for Mzilikazi's latest edit war when a 1-month-old consensus is apparently so worthless that I deserved to be blocked for implementing it?

Besides, this talk page certainly wasn't the entire discussion; you're cherry-picking and you know it full well. In reality, Mzilikazi conceded defeat in the first edit war here, hence both Aesop and Aesop's Fables returned to their BC/AD state after 1.5 years of Mzilikazi bullying anyone who tried to undo his illegal changes. The status quo was protected for many months until Mzilikazi used his sock puppet Afkun to start a 2nd edit war 7 months later. Mzilikazi was the original and main trouble-maker on your side of the first edit war, Dougweller, so by completely ignoring his concession of defeat and cherry-picking evidence in an attempt to claim you won is outrageous and shows just how little value one should place on your thoughts here. (  )",0.36,0.17,0.28,0.34,0.23,0.17,0.37,0.38,0.30,0.12,0.96,0.73,0.60,0.40,0.75,0.06,0.43,0.25
f5c4ca050e61c8b6,"Listen, bud.
Now this, is a disscusion page you are editing here and you can't edit us out! We can talk about whatever, keep deleting it, I'll keep undoing it...........",0.27,0.15,0.15,0.18,0.16,0.22,0.33,0.48,0.35,0.14,0.62,0.59,0.67,0.35,0.92,0.51,0.20,0.61
a57cc873d7bc7f90,"Right wing extremist 

Quit deleting my accurate commentary  in topics relating to nuclear power. See my user page for enlightmentt",0.28,0.18,0.32,0.23,0.13,0.19,0.31,0.37,0.31,0.12,0.47,0.24,0.78,0.28,0.90,0.23,0.83,0.73
0572e28b45d2a735,"This article does nothing but list a bill of particulars in attempt to villainize the AEL, without even giving a cursory glance at their side of the issues at hand (e.g., racist violence against Arabs across Europe). As such,  it's going into the NPOV disputes category. Let someone who doesn't get all their information from FoxNews get a crack at it.",0.37,0.17,0.61,0.32,0.20,0.13,0.39,0.35,0.46,0.26,0.73,0.32,0.43,0.81,0.71,0.22,0.07,0.35
6364b4647e74dae2,"Don't you wikipedians have an ignore policy for trolls? ) Thanks for feeding, he he. Well, you have a LUCID troll around. Thanks for giving me material for a diss. 94.254.193.66",0.46,0.16,0.18,0.55,0.27,0.15,0.18,0.36,0.38,0.06,0.44,0.93,0.46,0.44,0.79,0.27,0.18,0.61
2aa0e458a3ac1600,"I just looked up my IP.  It is 12.176.20.xxx  and my IP locator puts it as Maryland.  I am close to Washington, DC.",0.44,0.35,0.40,0.50,0.49,0.52,0.32,0.58,0.11,0.04,0.01,0.02,0.89,0.14,0.54,0.59,0.55,0.40
e26566f68986c84e,""":::::: But the uncivility was not perpetrated by you, I meant the other collocutor (""""must be very un educated"""" WP:CIVIL) and intimidation attempt by him (""""keep your nose out of this"""" - in the history, one of his summaries)   
""",0.27,0.11,0.25,0.30,0.17,0.15,0.38,0.43,0.39,0.10,0.42,0.73,0.89,0.45,0.72,0.52,0.19,0.42
d49d058ee4013bbe,"January 2008 (UTC)
What a nice way of avoiding addressing your abuse of administrative discretion. You need to step away from this and have a neutral (notice the bold) administrator handle any decisions that need to be made with to this article and its talk page. The last admins that were handling this were excellent and non-problematic, unlike yourself. See if they are willing to come back and handle things.   02:03, 5",0.21,0.12,0.17,0.26,0.18,0.31,0.33,0.50,0.24,0.09,0.81,0.76,0.80,0.34,0.47,0.24,0.70,0.32
e87a3434b1d8f991,"""
One more note to Strange Passerby, there's something called WP:BUTTOUT. Mind your own business and could you just stop stalking my edits and just leave me alone? I don't know why you are so bent on wishing the worst for me. Similarly, I am fully competent, and if you think I'm not competent, then maybe just leave. It's editors such as yourself with the accusations and stalking of me that just don't want to make me feel welcome here anymore.   ''''''  What did I do this time? """,0.37,0.13,0.11,0.34,0.17,0.16,0.35,0.42,0.33,0.06,0.87,0.49,0.74,0.19,0.68,0.26,0.72,0.45
708a5deee320de2d,"Matthew Gagnon is a hoax 

It's a vanity page created by a teenager. Stop readding the information. 24.182.64.206",0.37,0.14,0.11,0.22,0.10,0.09,0.19,0.23,0.37,0.10,0.52,0.39,0.86,0.28,0.77,0.59,0.86,0.65
d6dcb44e3f1c0494,"Fellow LightBringer, i think you are in a mistake, see http://en.wikipedia.org/wiki/Porto",0.32,0.22,0.28,0.40,0.26,0.17,0.35,0.48,0.15,0.03,0.34,0.92,0.63,0.16,0.88,0.31,0.21,0.73
4cd75695c502a82d,"Gross-Aktion 

Please don´t change a Lemma before having a short glimpse at the discussion. German language is not a measure for English names concerning historical events. Your opinion here is highly welcome though.",0.38,0.23,0.41,0.50,0.32,0.22,0.29,0.47,0.25,0.13,0.43,0.79,0.67,0.32,0.54,0.07,0.24,0.57
d6e7c0abd16876c9,"Hey 

It is still SINGA or SINH as you are rightly saying Gurkhaboy...it is still not SINGH my dear from all the examples that you are qupting be it Singapore or Thailand...and talking about all this admins...you all are basically from one group using names like Sikhscholar and Sikhhistorian just to misguide Sikhs and other people... (there is no way a real Sikh could have got hurt with my discussion with you)....look at how well coordinated you 3 have been immediately mail after mail against me....but i wont give up...Truth had to come out...I never disrespected Rajputs (show me one instant were i did or other groups)..it is you who is disrespectong Sikhs...I even saw you are article on Gurkhas...you say they originated from Rajputs....wow...come on give me a break man...you are good at story telling must say that and linking on thing with other(good going)....",0.37,0.21,0.40,0.29,0.20,0.20,0.36,0.50,0.30,0.12,0.56,0.59,0.97,0.27,0.82,0.22,0.34,0.11
70dc4a44dd28cc59,"(unblock_I've_been_autoblocked_Your user name or IP address has been blocked from editing.
You were blocked by Sir Nicholas de Mimsy-Porpington for the following reason (see our blocking policy):
vandalism only account - he's also making personal attacks

Your IP address is 144.137.202.32.)",0.30,0.28,0.40,0.32,0.25,0.29,0.67,0.57,0.25,0.09,0.41,0.59,0.67,0.19,0.69,0.09,0.38,0.38
89d2d7dfda7ae772,"stfu 

I'll just change my IP address.  There is nothing you can do to break my spell.
87.112.58.239",0.42,0.38,0.18,0.34,0.54,0.20,0.40,0.43,0.40,0.21,0.01,0.25,0.37,0.29,1.00,0.98,0.22,0.18
82094a0772bab08c,"Paramore is Punk/Rock they are not pop and they are moste definitely not emo, they're awesom.",0.31,0.17,0.33,0.40,0.24,0.07,0.22,0.22,0.61,0.38,0.04,0.30,0.83,0.71,0.81,0.40,0.04,0.73
62a67e7429f74ae3,"Igorp lj, will you  please stop belly-aching about this already. Read the relevant policies and guidelines. You can't cite a blog or an opinion column as a source of fact. You just can't. If you want to attribute an opinion to its author, go ahead. —  Talk/Stalk",0.32,0.20,0.28,0.35,0.26,0.26,0.37,0.44,0.30,0.10,0.96,0.59,0.57,0.22,0.74,0.02,0.40,0.41
8603bea1881ba99e,"""
Harry, to apply notability to anything just because it """"exists"""" is rather human-centered, don't you think?  Notability implies comparison, so that one thing is notable over another thing or things.  So even my saying that """"Earth is notable as being the only known safe harbor for life"""" is really poor usage of the word """"notable"""".  Why is this notable?  To whom is it notable?  In improving an encyclopedia, one must carefully stick to facts as best as one can, and one must avoid anthropomorphisms as much as is humanly possible.   diss`cuss (^`.  """,0.21,0.10,0.27,0.26,0.16,0.14,0.25,0.40,0.24,0.07,0.66,0.54,0.83,0.48,0.59,0.67,0.54,0.39
34c8064c9c17b76f,"new article name 

this should be renamed have i got news for you episode guide, thats what this is and thats what these things are usually called (well on tv.com and most of the links in google) the current name is too long and sounds childish, and i dont know why its the same for the simpsons and family guy, seems ridiculous nobody thought of episode guide as a more convenient search",0.32,0.16,0.24,0.36,0.27,0.11,0.30,0.41,0.22,0.05,0.80,0.18,0.89,0.34,0.44,0.30,0.79,0.59
6857b1503e469197,"I appreciate your understanding 

Thank you for paying attention to the substance of my edits.  and  have been reacting in a very knee-jerk manner to my edits, reverting them automatically. They have accused me of being 12.76.152.161, which I'm not. They seem a bit paranoid. They even have some sort of conspiracy theory that 12.76.152.161 is following them around. (See this.) When I see sloppy writing, I fix it. That's all. 69.120.182.161",0.33,0.16,0.19,0.40,0.26,0.14,0.36,0.35,0.31,0.13,0.77,0.28,0.59,0.28,0.47,0.34,0.94,0.47
09d42791ebfe1209,"""

 Aclarations... by a Vallekan 

First of all, ´Vallekas, por la kara´, is a motto which maybe translated (in a far way) like """"Vallekas, without shame"""", the literal translation is """"Vallekas, by the face"""" in fact, like a joke, """"by the face"""" with this exact words and in english, is very used in spain, like other stupid literal translations like """"from lost to the river"""" or the spanish word for jogging: """"footing"""". Por la cara can be used, in an example: And that guy? i hope he isnt thinking in enter """"by the face"""", he must wait the cole.

""""las 7 tetas, is the popular name of """"El Cerro del Tio pío"""", """"Tío Pío"""" (uncle Pío) was the name of a poor vallekan man, who feed and host in his house other poor man, this park was before a """"vertedero ilegal"""" but it was covered with cement, land and grass, it is a usual local vallekan place for Botellón, over it has been a lot ofs fights between latin kings and left spanish gruops, cause the latins try to steal the people while they is drunk, ahh! its at the back of my house, more: http://maps.google.es ->""""cerro del tío pío""""""",0.42,0.26,0.52,0.52,0.42,0.13,0.37,0.47,0.24,0.10,0.05,0.10,0.97,0.44,0.68,0.19,0.51,0.38
590dbb8b300b37e2,"""

Over four hours??? Guess what I was doing during the four hours between 1:00am and 5:00am last night? Sleeping. Wikipedia is an international website with editors from all over the world; not everyone will have an opportunity to respond to a talk page comment at any given moment. People work. People study. People eat. And, yes, people sleep. Some people will edit every three hours; others will edit every three days. You cannot just say that because no one has commented in four hours a discussion is closed. I'd suggest waiting five to seven days after the conclusion of a conversation before considering it closed. 300 (film) is a very active article and there clearly are a lot of matters that are as of yet unsettled. The fact that a talk page has reached a certain size is not an automatic license to archive the page, particularly when there is unfinished business. Regarding your pending three-revert rule violation, all of your reverts to 300 (film) contribute to the rule unless you are reverting simple vandalism. That is not what you are doing; you are reverting legitimate edits, so clearly """"consensus"""" has not yet been reached. The best course of action is to go to the talk page and discuss the matter more. Perhaps you might consider Wikipedia:Mediation Committee or Wikipedia:Mediation Cabal. I am not Mardavich's stalking horse. Yes, he contacted me, but that is irrelevant to the fact that you are indeed acting over-zealously on the article.  '''''' """,0.28,0.18,0.27,0.27,0.23,0.37,0.31,0.50,0.16,0.05,0.84,0.67,0.69,0.21,0.54,0.06,0.79,0.32
a38528370914e635,"Is dat why all my articles are made into redirects and I have multiple warnings for just contributing, plus my Gangsta ness doesnt help either..",0.17,0.09,0.17,0.11,0.11,0.10,0.26,0.19,0.22,0.08,0.60,0.20,0.88,0.62,0.83,0.66,0.76,0.68
4fead940d18e6cd5,"""

Spam report
Hi Hu12. I recently made a spam report to MediaWiki_talk:Spam-blacklist#.blogpost.com. I really think those URLs need to be blacklisted as soon as possible as they are continuously spammed. A new account (Castspell) has been spamming those links and is an obvious sockpuppet of the accounts I made in that report. """"Castspell"""" claims he'll just keep returning under a different IP. So you might you want to blacklist those URLs I gave and the ones shown in his contributions. The name is similar to mine because of trolling (just check the history on Saturday Nights, Sunday Mornings). Thanks.  """,0.30,0.21,0.28,0.36,0.35,0.24,0.30,0.49,0.14,0.05,0.18,0.59,0.79,0.17,0.60,0.43,0.93,0.32
a797fda26888d6ea,"Unconstructive Edits 

User Colin XX has been vandalizing several Wrestling-related articles by removing all links and content relating to the Fingerpoke of Doom. All of this user's edits have so far been the removing of content. 99.158.249.195",0.23,0.19,0.25,0.24,0.17,0.32,0.56,0.61,0.13,0.04,0.76,0.02,0.52,0.19,0.72,0.30,0.83,0.64
b2171a907c01e70a,"""

 Gwen Gale 

Regarding your suggestion as to how the """"Disappearance"""" topic should go, the statement you provided should be listed under a heading """"Theories"""" and not """"Disappearance"""".  The editor for this page needs to be removed.  She has forcefuly edited out sourced documentation to promote the TIGHAR theory only.  The TIGHAR organization has dubed innocent amercians out of 15 million dollars to investigate a theory which so far has revealed no evidence at all.  Any evidence they promote could be found on any deserted island, anywhere.  However they choose to try and promote it as """"POSSIBLE"""" evidence as to the disposition of Earhart and Noonan.  It's terrible how our society as a people allow such conduct to be promoted as science.  Ric Gillespie needs to get a job and stop scamming people.  Regarding Gwen Gale, myself having changed the Disappearance to a more reasonable quote, she flat out said it was vandalism and had me banned. It happened very quickly without any conversation bewteen the two of us.  She is nothing more than a Nazi and a Communist.  Some writers, historians, and scholars who frequent certain groups pertaining to the subject have had their run ins with her as well.  How can someone like this gain control of this Wiki page and how can she be removed.  I can suggest more reputable and honest people who would make a good editor on the Fred Noonan subject but she needs to go.  Who do I contact to voice my opinion on how to have her removed?""",0.31,0.15,0.39,0.31,0.16,0.15,0.35,0.43,0.31,0.12,0.80,0.31,0.62,0.81,0.69,0.20,0.39,0.19
a0c48a6060512332,"Jack/Melissa Monroe 

How do we solve a problem like Pinkbeast and their militant pal? Monroe's birth name could scarcely be more relevant...",0.29,0.17,0.36,0.33,0.15,0.14,0.24,0.36,0.26,0.11,0.48,0.54,0.72,0.72,0.77,0.29,0.03,0.72
f8037340bdf8f6f3,"""

Undid my """"personal attack"""" at WP:COIN(??)
>Rsradford, I undid your latest edit at the noticeboard. You realize that administators patrol that noticeboard, right? You and Jack can both be blocked if you continue in that tone. Rephrase whatever you wanted to say without commenting on the character of the editor. If needed I will remove the other guy's personal attacks as well. EdJohnston (talk) >

I am honestly at a loss to understand this.  """"Jack's"""" confederate and fellow Rydberg cultist CarlaO'Harris attacked me on that forum in the most personal terms imaginable, to which I did not respond at all.  Instead, I set out three verifiable facts concerning the direct financial conflict of interest that underlies all of """"Jack's"""" edits to the Rydberg article.  If that response is unacceptable, so be it  but would it be asking too much for you also to delete the completely unfounded personal attack on me by CarlaO'Harris?   """,0.23,0.11,0.25,0.18,0.10,0.14,0.57,0.42,0.16,0.06,0.82,0.76,0.69,0.39,0.84,0.19,0.40,0.40
3c6df3053308e73e,"Do you know what happened to the long-serving Biology master, Mr. Gibbons [Zoony] ?   I've heard a very duisquieting story about him being assaulted outside tHE cOLLEGE.  Is this true ?  212.121.210.45",0.21,0.10,0.18,0.12,0.12,0.18,0.43,0.47,0.13,0.04,0.44,0.30,0.84,0.44,0.74,0.63,0.63,0.69
848495989f269423,"Not at all.  It's my talkpage, and you have now twice deleted my own comments.  Block me and you'll be at Arbcom, remember?",0.49,0.34,0.32,0.45,0.28,0.28,0.64,0.49,0.30,0.09,0.07,0.59,0.42,0.15,0.81,0.19,0.14,0.59
bdafb855340a4440,"Firstly i didnt claim you were being meglomanical, i said it is meglomanical to act in a certain way. I also kindly suggest you avoid doing it, much like your kind suggestion about the admins. Let me ask what you will do if another Admin comes, and says the same as Admin Snowflake?.

Also, i would like to point out im not asking you something thats impossible to right. To compare the two songs, as i dont trust your opinion, you can accuire the note sets for each, and the tempo, time signatures, and other such things. Then we can compare them with the aid of several experts in both the form of music and instrument being used.

They will sound the same, because they are played on the same instrument. That doesnt mean they are the same. So when im told this by an expert in both Grunge music and guitar styles, other than your 'opinion', then i might take notice. As such, your 'opinion' is nothing more than an 'opinion' and Wikipedia is not a place a soapbox or voice stand.",0.23,0.14,0.27,0.25,0.18,0.21,0.29,0.46,0.13,0.04,0.73,0.87,0.89,0.28,0.47,0.13,0.70,0.36
184d2013552f0a4a,"admin 

ok i will search for an admin. you delete krivosheev which is one of the most reliable sources for russian casualties...",0.22,0.14,0.31,0.12,0.09,0.10,0.51,0.38,0.29,0.16,0.29,0.66,0.78,0.29,0.86,0.21,0.61,0.60
fb0c5c795aa1e489,"""

 Angel 

Well, yeah I'm a bit miffed to be honest. It's okay. Buffy Season Eight is a barrel of godly goodness, and by comparison Angel feels like Amazons Attack. Characterizations are off, I'm afraid. Connor's introduction felt ... crappy. Wesley's been introduced in the wrong way - don't jump him into a new role and backtrack characterization, do a Giles where you see him maybe two panels at a time and flesh him out through his own internal monologue. Lynch is a Spike fan, and he's projecting weird lusty desires onto Spike (vicariously?) - although Spike's not above the occasional Buffybot, it seems so strange. Strangest of all is Illyria. I would imagine she would either be desolate and destructive, walking about town killing without rest, or in some way secluded and shattered. For some reason it reminds me of Marvel vs. DC, where writers decided """"why introduce them cleverly? just have them start wailing on each other!"""" I also am trying my hardest to like Urru's style, but personally I think Jeanty and Lee are so much better, the slightly cartoony style better captures the tone of the series. Perhaps somebody like Nicola Scott would have been a better choice for Angel (by bizarre coincidence, going on her page after recommending her, she's done Illyria comics for IDW before!).

I'd say a good quality of the series is Betta George. I think 12 issues may be too long if this is the pace Lynch is going to have, and I'd have liked to see another writer try the Fight Night double-issue. I hate these publisher-exclusive contracts - I wish Geoff Johns or somebody could give it a go. I feel the book needs more pace, and better humour. Fix those two things and the other faults will fizzle away.~Talk to me! """,0.34,0.25,0.27,0.37,0.39,0.23,0.49,0.51,0.33,0.21,0.21,0.01,0.46,0.61,0.84,0.99,0.11,0.03
2109ebbdb551e9bd,question i want to ask people is where do blackcheeked lovebirds live?,0.31,0.24,0.28,0.21,0.13,0.09,0.63,0.24,0.56,0.42,0.09,0.27,0.85,0.32,0.68,0.39,0.09,0.83
dc804b68c8411678,"This article has been rated as start-Class on the quality scale. You are most welcomed to edit the article constructively, from a NPOV. But NPOV doesn't means justifying the racists and saying it's their anti-Bihari sentiment which forces them to victimize Biharis.",0.30,0.11,0.46,0.22,0.12,0.14,0.29,0.46,0.31,0.08,0.83,0.91,0.50,0.73,0.68,0.14,0.04,0.31
1aa4d1b5874e8d3b,"Message received 

RJD, THIS IS VASCO AGAIN...

Message received, do not know if you already read mine, it is well explained and clear, I AM NOT A VANDAL, ONLY TRYING TO HELP!!!

VASCO AMARAL,",0.31,0.25,0.24,0.34,0.30,0.22,0.38,0.48,0.26,0.10,0.11,0.25,0.94,0.23,0.81,0.37,0.46,0.55
eb5a7f0c58987c3b,"i am very sorry but i will not be blocked for giving information that is truthful. do you work for British Airways, no so i dont think you should be accusing me of giving false information bello. ( )",0.32,0.08,0.24,0.15,0.09,0.12,0.27,0.22,0.31,0.10,0.74,0.88,0.64,0.27,0.81,0.05,0.74,0.59
65f7da661d8eec59,"""
Look, this real consensus building. Your incivility disrupts this process. How does this personal attack help? """"obvious English is not his first language"""" 72.0.36.36  """,0.40,0.19,0.32,0.32,0.25,0.22,0.40,0.39,0.38,0.06,0.64,0.93,0.57,0.44,0.55,0.09,0.06,0.39
9c3990cc7aecd0cd,"wikipedia, the encyclopedia that NOBODY can edit because all the IP addresses are banned, hahaha. you're so downhill, it's sad. too bad the beehive can't deal with reality, hahaha!!!",0.54,0.12,0.18,0.39,0.18,0.05,0.06,0.13,0.59,0.29,0.37,0.91,0.68,0.41,0.82,0.22,0.09,0.58
4fff8b434eb6241f,""":It is neither more historically correct, nor more professional. Scholars routinely use the term """"Nazi"""". You cite the Encyclopedia Britannia as evidence of your claim. But, in fact, the Encyclopedia Britanica uses Nazi an order of magnitude more often than National Socialism. In the online version of the Encyclopedia, there are 10,200 references to Nazi and only 1020 references to """"National Socialism"""". And in the title of the entry for """"National Socialism"""", they write """"also called Nazism or Naziism"""". 

Your claim that use of the term """"Nazi"""" is amateurish is a slur on the overwhelming majority of scholars who routinely use the term. The claim that """"National Socialism"""" is a """"more full and correct designation"""" is inconsistent with the fact that the two phrases are synonymous. And while it is true that """"Nazi"""" can be used as an epithet, so can """"dog"""". Do you also recommend that Wikipedia refrain from using the word """"dog"""" to describe dogs? 

It is interesting that you use Linder as support for your argument. The particular passage that you link to is an explanation by Linder as to why he will use the term """"Nazi"""" rather than """"National Socialist"""" throughout his book. I fail to see why this is evidence that Wikipedia should do the opposite.

I am curious about your statement that use of the term Nazi arises from a deeper intent by political opponents to give a skewed view of their politics. What part of Nazi politics do you feel has been skewed by their political opponents?
  

""",0.33,0.19,0.52,0.35,0.17,0.17,0.32,0.43,0.39,0.25,0.68,0.94,0.24,0.65,0.67,0.06,0.14,0.10
a3c682542bd5c36e,"I think all you need to take a ten year hiatus. Go back to school. Whatever you learned in elementary school, it didn't stick. You guys really need it. Seriously.",0.32,0.20,0.18,0.30,0.16,0.16,0.27,0.27,0.43,0.20,0.86,0.91,0.25,0.48,0.79,0.14,0.04,0.63
430c50f6f7b2d256,"Small note to FutPerf and the rest of the admins of this sorry excuse of encyclopedia:
Pheeeew Jog on",0.22,0.15,0.11,0.20,0.20,0.25,0.20,0.34,0.14,0.03,0.55,0.33,0.89,0.42,0.73,0.57,0.56,0.73
